EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2	ChangeColor
DiÖu D­¬ng Chi L¨ng Nh¹c ThÇn KiÕm																																																																												
DiÖu D­¬ng Chi CËp Phong ThÇn KiÕm																																																																												
DiÖu D­¬ng Chi S­¬ng Tinh B¶o §ao																																																																												
DiÖu D­¬ng Chi L«i Khung ThÇn KiÕm																																																																												
DiÖu D­¬ng Chi Phï V©n KiÕm																																																																												
DiÖu D­¬ng Chi Trïng V©n KiÕm																																																																												
Anh Hµo Chi ThiÕu L©m Thñ																																																																												
Anh Hµo Chi ThiÕu L©m C«n																																																																												
Anh Hµo Chi ThiÕu L©m §ao																																																																												
Anh Hµo Chi Thiªn V­¬ng Chïy			80,8,1	64,8,1				64,8,1									88,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Anh Hµo Chi Thiªn V­¬ng Th­¬ng																																																																												
Anh Hµo Chi Thiªn V­¬ng §ao																																																																												
Anh Hµo Chi Nga Mi KiÕm																																																																												
Anh Hµo Chi Nga Mi Thñ			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Anh Hµo Chi Thóy Yªn §¬n §ao																																																																												
Anh Hµo Chi Thóy Yªn Song §ao			80,8,1	64,8,1				64,8,1									96,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Anh Hµo Chi Ngò §éc Thñ			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Anh Hµo Chi Ngò §éc §ao																																																																												
Anh Hµo Chi §­êng M«n Phi §ao			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Anh Hµo Chi §­êng M«n Tô TiÔn			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Anh Hµo Chi §­êng M«n Phi Tiªu			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Anh Hµo Chi C¸I Bang TriÒn Thñ			80,8,1	64,8,1	64,8,1								96,8,1	96,8,1							96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1							104,8,1							96,8,1													96,8,1	96,8,1							96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Anh Hµo Chi C¸I Bang C«n																																																																												
Anh Hµo Chi Thiªn NhÉn Th­¬ng																																																																												
Anh Hµo Chi Thiªn NhÉn §ao																																																																												
Anh Hµo Chi Vâ §ang KiÕm																																																																												
Anh Hµo Chi Vâ §ang KiÕm																																																																												
Anh Hµo Chi C«n L«n §ao																																																																												
Anh Hµo Chi C«n L«n KiÕm																																																																												
Anh Hµo Chi Hoa S¬n KiÕm																																																																												
Anh Hµo Chi Hoa S¬n KiÕm																																																																												
Vò Hån Vò KhÝ §ao 1																																																																												
Vò Hån Vò KhÝ ThuÉn 1																																																																												
Vò Hån Vò KhÝ §ao 2																																																																												
Vò Hån Vò KhÝ ThuÉn 2																																																																												
Vò Hån NguyÖt KhuyÕt §ao																																																																												
Vò Hån NguyÖt KhuyÕt ThuÉn																																																																												
Vò Hån DiÖu D­¬ng §ao																																																																												
Vò Hån DiÖu D­¬ng ThuÉn																																																																												
Vò Hån T©n Thñ Vò KhÝ §ao																																																																												
Vò Hån T©n Thñ Vò KhÝ ThuÉn																																																																												
Anh Hµo Chi Vò Hån ThuÉn Ph¸p	80,8,1	80,8,1							120,8,1	120,8,1								248,8,1	248,8,1							96,8,1	96,8,1						104,8,1	104,8,1						96,8,1	96,8,1									232,8,1	192,8,1	232,8,1	192,8,1								176,8,1	176,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Anh Hµo Chi Vò Hån §ao Ph¸p	80,8,1	80,8,1							120,8,1	120,8,1								248,8,1	248,8,1							96,8,1	96,8,1						104,8,1	104,8,1						96,8,1	96,8,1									232,8,1	192,8,1	232,8,1	192,8,1								176,8,1	176,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tiªu Dao KiÕm 1																																																																												
Tiªu Dao KiÕm 2																																																																												
Tiªu Dao KiÕm 3																																																																												
Tiªu Dao KiÕm 4																																																																												
Tiªu Dao CÇm 1																																																																												
Tiªu Dao CÇm 2																																																																												
Tiªu Dao CÇm 3																																																																												
Tiªu Dao CÇm 4																																																																												
null																																																																												
