ItemGenre	DetailType	ParticularType	ÎåÐÐÊôÐÔ	µÈ¼¶	ÒøÁ½	¸£Ôµ	Í­Ç®	»ý·Ö	ÈÙÓþµã	ÊÇ·ñ×ö½»Ò×¼ÇÂ¼	ÉÌÆ·ÏÖ¼Û	´ÙÏú¿ªÊ¼Ê±¼ä	´ÙÏú½áÊøÈÕÆÚ	ÏúÊÛ¿ªÊ¼Ê±¼ä	ÏúÊÛ½áÊøÈÕÆÚ	µÀ¾ßÃû³Æ£¨±ØÐë·Å×îºó£¬³ÌÐò²»¶Á£©	ÍþÍû	ÉÌÆ·ÏÖ¼Û	´ÙÏú¿ªÊ¼Ê±¼ä	´ÙÏú½áÊøÈÕÆÚ	ÏúÊÛ¿ªÊ¼Ê±¼ä	ÏúÊÛ½áÊøÈÕÆÚ	±£ÖµÆÚ£¨·ÖÖÓ£¬ÏÖÊµÊ±¼ä£©	Ê¹ÓÃÆÚ£¨·ÖÖÓ£¬ÔÚÏßÊ±¼ä£©	ÏûºÄÀàÐÍ(0-Ò»´Î;1-ÎÞÏÞ´Î)	µÀ¾ßÃû³Æ£¨±ØÐë·Å×îºó£¬³ÌÐò²»¶Á£©
6	1	391	0	1				20000		1	2					§å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 		2								»Æ½ðÍ¼Æ×-°²°îÖ®¼¦ÑªÊ¯½äÖ¸
6	1	393	0	1				500		0						Xuyªn T©m LÖnh										´©ÐÄÁî
6	1	394	0	1				500		0						§éc ThÝch lÖnh										¶¾´ÌÁî
6	1	395	0	1				500		0						Hµn B¨ng lÖnh										º®±ùÁî
6	1	396	0	1				500		0						§Þa Háa lÖnh										µØ»ðÁî
6	1	397	0	1				500		0						L«i KÝch lÖnh										À×»÷Áî
6	1	130	0	1	3000000					1						§¹i B¹ch C©u hoµn										´ó°×¾ÔÍè
6	1	401	0	1	100					0						T©n Thñ thiÕp										Ê¦Í½¿¨
6	1	403	0	1	200000					0						MËt ®å n©ng cÊp HuyÒn Tinh										Ðþ¾§Éý¼¶¾íÖá
6	1	404	0	1	500					0						MËt ®å n©ng cÊp lÔ VËt n¨m DËu										¼¦ÄêÉñÃØÀñÎïÉý¼¶¾íÖá
1	0	0	0	5	4000					0						Cöu ChuyÓn Hoµn Hån ®¬n (Vâ l©m ®¹i héi) 										¾Å×ª»¹»êµ¤
1	1	0	0	5	4000					0						¤ ®Çu Hoµn thÇn ®¬n (Vâ l©m ®¹i héi) 										Ê×ÎÚ»¹Éñµ¤
1	2	0	0	5	5000					0						Ngò Hoa Ngäc Lé Hoµn (Vâ l©m ®¹i héi) 										Îå»¨ÓñÂ¶Íè
1	4	0	0	5	1000					0						Long §µm Hãa §éc ®¬n (Vâ l©m ®¹i héi) 										ÁúÑÓ»¯¶¾µ¤
6	1	405	0	1	10000					0						MËt ®å trao ®æi kho¸ng th¹ch										ÉñÃØ¿óÊ¯¶Ò»»¾íÖá
6	1	406	0	1	500					0						MËt ®å chÕ t¹o kh«i qu¸n										Ê×ÊÎºÏ³É¾íÖá
6	1	240	0	1						1						§å phæ Hoµng Kim - Méng Long Kim Ti ChÝnh Hång Cµ Sa										»Æ½ðÍ¼Æ×-ÃÎÁúÖ®½ðË¿ÕýºìôÂôÄ
6	1	244	0	1						1						§å phæ Hoµng Kim - Phôc Ma Tö Kim C«n										»Æ½ðÍ¼Æ×-·üÄ§Ö®×Ï½ð¹÷
6	1	249	0	1						1						§å phæ Hoµng Kim - Tø Kh«ng Gi¸ng Ma Giíi §ao										»Æ½ðÍ¼Æ×-ËÄ¿ÕÖ®½µÄ§½äµ¶
6	1	254	0	1						1						§å phæ Hoµng Kim - H¸m Thiªn Kim Hoµn §¹i Nh·n ThÇn Chïy										»Æ½ðÍ¼Æ×-º³ÌìÖ®½ð»·´óÑÛÉñ´¸
6	1	259	0	1						1						§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng										»Æ½ðÍ¼Æ×-¼ÌÒµÖ®±¼À××êÁúÇ¹
6	1	260	0	1						1						§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i										»Æ½ðÍ¼Æ×-¼ÌÒµÖ®ÐþÎä»Æ½ðîø
6	1	264	0	1						1						§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao										»Æ½ðÍ¼Æ×-ÓùÁúÖ®ÁÁÒø±¦µ¶
6	1	269	0	1						1						§å phæ Hoµng Kim - V« Gian û Thiªn KiÕm										»Æ½ðÍ¼Æ×-ÎÞ¼äÖ®ÒÐÌì½£
6	1	277	0	1						1						§å phæ Hoµng Kim - V« Ma TÈy T­îng Ngäc KhÊu										»Æ½ðÍ¼Æ×-ÎÞ÷ÊÖ®Ï´ÏóÓñ¿Û
6	1	278	0	1						1						§å phæ Hoµng Kim - M¶nh Hång Truy NhuyÔn Th¸p Hµi 										»Æ½ðÍ¼Æ×-ÎÞ÷ÊÖ®ºìç»Èí¶NÐ¬
6	1	280	0	1						1						§å phæ Hoµng Kim - V« TrÇn Thanh T©m H­íng ThiÖn Ch©u										»Æ½ðÍ¼Æ×-ÎÞ³¾Ö®ÇåÐÄÏòÉÆÖé
6	1	284	0	1						1						§å phæ Hoµng Kim - Tª Hoµng Phông Nghi §ao										»Æ½ðÍ¼Æ×-ÆÜ»ËÖ®·ïÒÇµ¶
6	1	289	0	1						1						§å phæ Hoµng Kim - BÝch H¶i Uyªn ¦¬ng Liªn Hoµn ®ao										»Æ½ðÍ¼Æ×-±Ìº£Ö®Ô§ÑìÁ¬»·µ¶
6	1	292	0	1						1						§å phæ Hoµng Kim - BÝch H¶i Hång L¨ng Ba										»Æ½ðÍ¼Æ×-±Ìº£Ö®ºìÁå²¨
6	1	294	0	1						1						§å phæ Hoµng Kim - U Lung Kim Xµ Ph¸t §¸i										»Æ½ðÍ¼Æ×-ÓÄëÊÖ®½ðÉß·¢´ø
6	1	298	0	1						1						§å phæ Hoµng Kim - U Lung MÆc Thï NhuyÔn Lý 										»Æ½ðÍ¼Æ×-ÓÄëÊÖ®Ä«ÖëÈíÂÄ
6	1	299	0	1						1						§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn										»Æ½ðÍ¼Æ×-Ú¤»ÃÖ®Ð°É²¶¾ÈÐ
6	1	305	0	1						1						§å phæ Hoµng Kim - Chó Ph­îc DiÖt L«i C¶nh Phï 										»Æ½ðÍ¼Æ×-Öä¸¿Ö®ÃðÀ×¾±·û
6	1	309	0	1						1						§å phæ Hoµng Kim - B¨ng Hµn §¬n ChØ Phi §ao										»Æ½ðÍ¼Æ×-±ùº®Ö®µ¯Ö¸·Éµ¶
6	1	314	0	1						1						§å phæ Hoµng Kim - Thiªn Quang Hoa Vò M¹n Thiªn										»Æ½ðÍ¼Æ×-Ìì¹âÖ®»¨ÓêÂþÌì
6	1	319	0	1						1						§å phæ Hoµng Kim - S©m Hoang Phi Tinh §o¹t Hån										»Æ½ðÍ¼Æ×-É­»ÄÖ®·ÉÐÇ¶á»ê
6	1	325	0	1						1						§å phæ Hoµng Kim - §Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn										»Æ½ðÍ¼Æ×-µØÆÇÖ®ºÚÑæ³åÌìÁ´
6	1	330	0	1						1						§å phæ Hoµng Kim - §ång Cõu Gi¸ng Long C¸i Y										»Æ½ðÍ¼Æ×-Í¬³ðÖ®½µÁúØ¤ÒÂ
6	1	332	0	1						1						§å phæ Hoµng Kim - §ång Cõu Kh¸ng Long Hé UyÓn										»Æ½ðÍ¼Æ×-Í¬³ðÖ®¿ºÁú»¤ÊÖ
6	1	334	0	1						1						§å phæ Hoµng Kim - §Þch Kh¸i Lôc Ngäc Tr­îng										»Æ½ðÍ¼Æ×-µÐâéÖ®ÂÌÓñÕÈ
6	1	339	0	1						1						§å phæ Hoµng Kim - Ma S¸t Quû Cèc U Minh Th­¬ng										»Æ½ðÍ¼Æ×-Ä§É·Ö®¹í¹ÈÓÄÚ¤Ç¹
6	1	348	0	1						1						§å phæ Hoµng Kim - Ma Hoµng Kim Gi¸p Kh«i										»Æ½ðÍ¼Æ×-Ä§ÊÈÖ®É½º£·ÉºèÂÄ
6	1	349	0	1						1						§å phæ Hoµng Kim - Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn										»Æ½ðÍ¼Æ×-Ä§»ÍÖ®½ð¼×¿ø
6	1	350	0	1						1						§å phæ Hoµng Kim - Ma ThÞ s¬n  H¶i Phi Hång Lý 										»Æ½ðÍ¼Æ×-Ä§»ÍÖ®°´³ö»¢ÏîÈ¦
6	1	357	0	1						1						§å phæ Hoµng Kim - L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi										»Æ½ðÍ¼Æ×-ÁèÔÀÖ®ÎÞ¼«ÐþÓñÅå
6	1	359	0	1						1						§å phæ Hoµng Kim - CËp Phong Ch©n Vò KiÕm										»Æ½ðÍ¼Æ×-¼°·áÖ®ÕæÎä½£
6	1	360	0	1						1						§å phæ Hoµng Kim - CËp Phong Tam Thanh Phï 										»Æ½ðÍ¼Æ×-¼°·áÖ®ÈýÇå·û
6	1	364	0	1						1						§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt										»Æ½ðÍ¼Æ×-Ëª¾§Ö®Ç§Äêº®Ìú
6	1	370	0	1						1						§å phæ Hoµng Kim - L«i Khung Thiªn §Þa Hé Phï 										»Æ½ðÍ¼Æ×-À×ñ·Ö®ÌìµØ»¤·û
6	1	374	0	1						1						§å phæ Hoµng Kim - Vô ¶o B¾c Minh §¹o Qu¸n										»Æ½ðÍ¼Æ×-Îí»ÃÖ®±±Ú¤µÀ¹Ú
6	1	380	0	1						1						§å phæ Hoµng Kim - ®éng S¸t B¹ch Ngäc Cµn Kh«n Béi										»Æ½ðÍ¼Æ×-¶´²ìÖ®°×ÓñÇ¬À¤Åå
6	1	381	0	1						1						§å phæ Hoµng Kim - ®éng S¸t B¹ch Kim Tó Phông Giíi										»Æ½ðÍ¼Æ×-¶´²ìÖ®°×½ðÐâ·ï½ä
6	1	382	0	1						1						§å phæ Hoµng Kim - ®éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn										»Æ½ðÍ¼Æ×-¶´²ìÖ®ôä´äÓñÏîÈ¦
6	1	22	0	1						1	20					TÈy Tñy Kinh										Ï´Ëè¾­
6	1	438	0	1						1	8					Thæ ®Þa phï (sö dông v« h¹n) 										»Ø³Ç·û£¨ÎÞÏÞÊ¹ÓÃ£©
6	1	439	0	1						1	8					T©m T©m T­¬ng ¸nh Phï (sö dông v« h¹n) 		8								ÐÄÐÄÏàÓ³·û£¨ÎÞÏÞÊ¹ÓÃ£©
6	1	440	0	1			2			1						M¶nh S¬n Hµ X· T¾c (100) 										É½ºÓÉçð¢Í¼²ÐÆ¬£¨100ÕÅ£©
0	11	87	0	1						1						MÆt n¹ - V­¬ng T¸ 										Ò×ÈÝÃæ¾ß-Íõ×ô
0	11	88	0	1						1						MÆt n¹ - HuyÒn Gi¸c §¹i S­ 										ÎïÆ·²»´æÔÚ
0	11	89	0	1						1						MÆt n¹ - §­êng BÊt NhiÔm										ÎïÆ·²»´æÔÚ
0	11	90	0	1						1						MÆt n¹ - B¹ch Doanh Doanh										ÎïÆ·²»´æÔÚ
0	11	91	0	1						1						MÆt n¹ - Thanh TuyÖt S­ Th¸i										ÎïÆ·²»´æÔÚ
0	11	92	0	1						1						MÆt n¹ - Yªn HiÓu Tr¸i										ÎïÆ·²»´æÔÚ
0	11	93	0	1						1						MÆt n¹ - Hµ Nh©n Ng· 										ÎïÆ·²»´æÔÚ
0	11	94	0	1						1						MÆt n¹ - §¬n T­ Nam										ÎïÆ·²»´æÔÚ
0	11	95	0	1						1						MÆt n¹ - TuyÒn C¬ Tö 										ÎïÆ·²»´æÔÚ
0	11	96	0	1						1						MÆt n¹ - Hµn M«ng										ÎïÆ·²»´æÔÚ
0	11	70	0	1						1						MÆt n¹ - ¤ng Giµ N«el							7			Ò×ÈÝÃæ¾ß-Ê¥µ®ÀÏÈË(ºì)
0	11	71	0	1						1						MÆt n¹ - Thiªn Sø Gi¸ng Sinh							7			Ò×ÈÝÃæ¾ß-Ê¥µ®ÌìÊ¹(ºì)
0	11	33	0	1						1						MÆt n¹ - Hång Hå 							7			Ò×ÈÝÃæ¾ß-ºìºü
6	1	447	0	1	100					1						MËt ®å luyÖn cÊp										¶¨¹ú°²°îËéÆ¬±¦ºÐ
6	1	448	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá2
6	1	449	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá3
6	1	450	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá4
6	1	451	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá5
6	1	452	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá6
6	1	453	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá7
6	1	454	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá8
6	1	455	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá9
6	1	456	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá10
6	1	457	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá11
6	1	458	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá12
6	1	459	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá13
6	1	460	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá14
6	1	461	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá15
6	1	462	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá16
6	1	463	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá17
6	1	464	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá18
6	1	465	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá19
6	1	466	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá20
6	1	467	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá21
6	1	468	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá22
6	1	469	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá23
6	1	470	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá24
6	1	471	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá25
6	1	472	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá26
6	1	473	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá27
6	1	474	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá28
6	1	475	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá29
6	1	476	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá30
6	1	477	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá31
6	1	478	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá32
6	1	479	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá33
6	1	480	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá34
6	1	481	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá35
6	1	482	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá36
6	1	483	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá37
6	1	484	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá38
6	1	485	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá39
6	1	486	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá40
6	1	487	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá41
6	1	488	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá42
6	1	489	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá43
6	1	490	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá44
6	1	491	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá45
6	1	492	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá46
6	1	493	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá47
6	1	494	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá48
6	1	495	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá49
6	1	496	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá50
6	1	497	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá51
6	1	498	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá52
6	1	499	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá53
6	1	500	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá54
6	1	501	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá55
6	1	502	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá56
6	1	503	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá57
6	1	504	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá58
6	1	505	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá59
6	1	506	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá60
6	1	507	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá61
6	1	508	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá62
6	1	509	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá63
6	1	510	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá64
6	1	511	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá65
6	1	512	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá66
6	1	513	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá67
6	1	514	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá68
6	1	515	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá69
6	1	516	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá70
6	1	517	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá71
6	1	518	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá72
6	1	519	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá73
6	1	520	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá74
6	1	521	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá75
6	1	522	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá76
6	1	523	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá77
6	1	524	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá78
6	1	525	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá79
6	1	526	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá80
6	1	527	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá81
6	1	528	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá82
6	1	529	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá83
6	1	530	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá84
6	1	531	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá85
6	1	532	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá86
6	1	533	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá87
6	1	534	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá88
6	1	535	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá89
6	1	536	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá90
6	1	537	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá91
6	1	538	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá92
6	1	539	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá93
6	1	540	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá94
6	1	541	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá95
6	1	542	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá96
6	1	543	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá97
6	1	544	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá98
6	1	545	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá99
6	1	546	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá100
6	1	547	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá101
6	1	548	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá102
6	1	549	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá103
6	1	550	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá104
6	1	551	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá105
6	1	552	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá106
6	1	553	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá107
6	1	554	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá108
6	1	555	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá109
6	1	556	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá110
6	1	557	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá111
6	1	558	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá112
6	1	559	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá113
6	1	560	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá114
6	1	561	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá115
6	1	562	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá116
6	1	563	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá117
6	1	564	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá118
6	1	565	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá119
6	1	566	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá120
6	1	567	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá121
6	1	568	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá122
6	1	569	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá123
6	1	570	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá124
6	1	571	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá125
6	1	572	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá126
6	1	573	0	1	100					1						MËt ®å luyÖn cÊp										Í¬°éÐÞÁ·ÈÎÎñ¾íÖá127
